상가업소번호	상호명	지점명	상권업종대분류코드	상권업종대분류명	상권업종중분류코드	상권업종중분류명	상권업종소분류코드	상권업종소분류명	표준산업분류코드	표준산업분류명	시도코드	시도명	시군구코드	시군구명	행정동코드	행정동명	법정동코드	법정동명	지번코드	대지구분코드	대지구분명	지번본번지	지번부번지	지번주소	도로명코드	도로명	건물본번지	건물부번지	건물관리번호	건물명	도로명주소	구우편번호	신우편번호	동정보	층정보	호정보	경도	위도
11816131	이디야커피	장안동점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11230	동대문구	1123065000	장안1동	1123010600	장안동	1123010600104300000	1	대지	430	3	서울특별시 동대문구 장안동 430-3	112303105012	서울특별시 동대문구 장한로	43		1123010600104300000000000	치헌빌딩	서울특별시 동대문구 장한로 43	130100	2629		1		127.0666873662	37.5650963293
11815973	이디야커피	신촌역점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11410	서대문구	1141058500	신촌동	1141011600	창천동	1141011600100300000	1	대지	30	20	서울특별시 서대문구 창천동 30-20	114103005057	서울특별시 서대문구 신촌로	87	20	1141011600100300000000000		서울특별시 서대문구 신촌로 87-20	120834	3789				126.9364442104	37.5564981973
11768168	이디야커피	용두동사거리점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11230	동대문구	1123053600	용신동	1123010200	용두동	1123010200101190000	1	대지	119	1	서울특별시 동대문구 용두동 119-1	112303105008	서울특별시 동대문구 왕산로	68		1123010200101190000000000		서울특별시 동대문구 왕산로 68	130820	2584		1		127.0308820751	37.5774765268
11814503	이디야커피	방화역점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11500	강서구	1150064100	방화3동	1150010900	방화동	1150010900108300000	1	대지	830		서울특별시 강서구 방화동 830	115003115002	서울특별시 강서구 금낭화로	146		1150010900108300000000000	오피앙	서울특별시 강서구 금낭화로 146	157220	7511		1		126.8132889506	37.5781836387
23508599	이디야커피	난향동점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11620	관악구	1162071500	난향동	1162010200	신림동	1162010200117350000	1	대지	1735	7	서울특별시 관악구 신림동 1735-7	116203120003	서울특별시 관악구 난곡로	60		1162010200117350000000000	산타플러스빌딩	서울특별시 관악구 난곡로 60	151015	8861				126.919375483	37.4608593986
11763994	이디야커피	오장동점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11140	중구	1114059000	광희동	1114015400	오장동	1114015400100690000	1	대지	69	29	서울특별시 중구 오장동 69-29	111403101002	서울특별시 중구 마른내로	109	1	1114015400100690000000000		서울특별시 중구 마른내로 109-1	100310	4547		1		127.0001131228	37.564605318
20681455	이디야커피	천호역점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11740	강동구	1174065000	성내2동	1174010800	성내동	1174010800100640000	1	대지	64	13	서울특별시 강동구 성내동 64-13	117402000008	서울특별시 강동구 천호대로	1006		1174010800100640000000000	브라운스톤천호	서울특별시 강동구 천호대로 1006	134030	5378	1	1		127.1237269705	37.5379612367
11760115	이디야커피	역삼중앙점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11680	강남구	1168065000	역삼2동	1168010100	역삼동	1168010100107210000	1	대지	721	9	서울특별시 강남구 역삼동 721-9	116804166617	서울특별시 강남구 언주로81길	8		1168010100107210000000000		서울특별시 강남구 언주로81길 8	135080	6222		1		127.0428614989	37.5003452611
11814565	이디야커피	건설회관점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11680	강남구	1168053100	논현2동	1168010800	논현동	1168010800100710000	1	대지	71	2	서울특별시 강남구 논현동 71-2	116803005086	서울특별시 강남구 언주로	711		1168010800100710000000000	건설회관	서울특별시 강남구 언주로 711	135701	6050		1		127.0334058506	37.5170729253
11915714	이디야커피	목동등촌로점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11470	양천구	1147053000	목3동	1147010200	목동	1147010200106550000	1	대지	655	1	서울특별시 양천구 목동 655-1	114703005064	서울특별시 양천구 등촌로	180		1147010200106550000000000		서울특별시 양천구 등촌로 180	158050	7951		1		126.8627252597	37.5456474298
25322150	이디야커피	공릉중앙점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11350	노원구	1135060000	공릉2동	1135010300	공릉동	1135010300102380000	1	대지	238	48	서울특별시 노원구 공릉동 238-48	113503005050	서울특별시 노원구 공릉로	146		1135010300102380000000000		서울특별시 노원구 공릉로 146	139240	1819		1		127.0795115916	37.6230710903
12572311	이디야커피	종로5가점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11110	종로구	1111063000	종로5.6가동	1111016200	효제동	1111016200100650000	1	대지	65	2	서울특별시 종로구 효제동 65-2	111103100002	서울특별시 종로구 대학로	33		1111016200100650000000000		서울특별시 종로구 대학로 33	110850	3128		1		127.0018323261	37.5740357627
17006607	이디야커피	상계역사거리점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11350	노원구	1135067000	상계5동	1135010500	상계동	1135010500101690000	1	대지	169	461	서울특별시 노원구 상계동 169-461	113503110009	서울특별시 노원구 한글비석로	409		1135010500101690000000000	이디야상계역사거리점	서울특별시 노원구 한글비석로 409	139815	1682				127.0708472986	37.6611350496
11924865	이디야커피	미아송천점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11305	강북구	1130555500	송천동	1130510100	미아동	1130510100106370000	1	대지	637	397	서울특별시 강북구 미아동 637-397	113053005041	서울특별시 강북구 삼양로	118		1130510100106370000000000		서울특별시 강북구 삼양로 118	142100	1208		2		127.0223833715	37.6144211801
12551054	이디야커피	관악농협하나로마트점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11620	관악구	1162072500	조원동	1162010200	신림동	1162010200116680000	1	대지	1668		서울특별시 관악구 신림동 1668	116202000003	서울특별시 관악구 남부순환로	1369		1162010200116680000000000	관악농협농산물백화점	서울특별시 관악구 남부순환로 1369	151904	8768		1		126.9028847463	37.4801160616
20390367	이디야커피	선릉역점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11680	강남구	1168065000	역삼2동	1168010100	역삼동	1168010100107080000	1	대지	708	4	서울특별시 강남구 역삼동 708-4	116803122010	서울특별시 강남구 테헤란로	332		1168010100107080000000000	현정빌딩	서울특별시 강남구 테헤란로 332	135080	6212		1		127.0481441026	37.5038299791
12572125	이디야커피	고대병원구로점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11530	구로구	1153053000	구로2동	1153010200	구로동	1153010200104130000	1	대지	413	10	서울특별시 구로구 구로동 413-10	115303005070	서울특별시 구로구 구로동로	157		1153010200104130000000000		서울특별시 구로구 구로동로 157	152854	8309		1		126.8833541125	37.4925657524
12597990	이디야커피	신림문화교점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11620	관악구	1162064500	서원동	1162010200	신림동	1162010200108080000	1	대지	808	368	서울특별시 관악구 신림동 808-368	116203120005	서울특별시 관악구 신림로	262	1	1162010200108080000000000		서울특별시 관악구 신림로 262-1	151914	8781		1		126.9326882618	37.4785509127
12626031	이디야커피	구산사거리점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11380	은평구	1138056000	구산동	1138010500	구산동	1138010500102000000	1	대지	200	1	서울특별시 은평구 구산동 200-1	113803000007	서울특별시 은평구 서오릉로	195		1138010500102000000000000		서울특별시 은평구 서오릉로 195	122823	3410		1		126.9118020296	37.6134712654
17007301	이디야커피	COFFEE이디야커피장위중앙점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11290	성북구	1129076000	장위1동	1129013800	장위동	1129013800102300000	1	대지	230	112	서울특별시 성북구 장위동 230-112	112903107013	서울특별시 성북구 장위로	35		1129013800102300000000000		서울특별시 성북구 장위로 35	136836	2754				127.0407664799	37.6144549087
12609711	이디야커피	하계을지점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11350	노원구	1135061100	하계1동	1135010400	하계동	1135010400101790000	1	대지	179	25	서울특별시 노원구 하계동 179-25	113503005050	서울특별시 노원구 공릉로	326		1135010400101790000000000		서울특별시 노원구 공릉로 326	139872	1806		1		127.0711618582	37.6358814987
17018402	이디야커피	교육개발원사거리점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11650	서초구	1165065100	양재1동	1165010200	양재동	1165010200100810000	1	대지	81	1	서울특별시 서초구 양재동 81-1	116503121009	서울특별시 서초구 바우뫼로	180		1165010200100810000000000	신송빌딩	서울특별시 서초구 바우뫼로 180	137890	6748		1		127.0398078635	37.4782625961
12610044	이디야커피	신풍역점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11560	영등포구	1156068000	신길6동	1156013200	신길동	1156013200138490000	1	대지	3849		서울특별시 영등포구 신길동 3849	115603118015	서울특별시 영등포구 신풍로	52	1	1156013200138490000000000		서울특별시 영등포구 신풍로 52-1	150858	7430		1		126.9117668482	37.4999311533
17006108	이디야커피	가산대륭19차점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11545	금천구	1154551000	가산동	1154510100	가산동	1154510100103450000	1	대지	345	29	서울특별시 금천구 가산동 345-29	115453117002	서울특별시 금천구 가산디지털2로	70		1154510100103450000000000	대륭테크노타운19차	서울특별시 금천구 가산디지털2로 70	153802	8589		1		126.8823311843	37.474697339
12577995	이디야커피	마곡대방디엠시티점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11500	강서구	1150060300	가양1동	1150010500	마곡동	1150010500107760000	1	대지	776	2	서울특별시 강서구 마곡동 776-2	115003115008	서울특별시 강서구 양천로	344		1150010500107760000000000	마곡센트럴대방디엠시티오피스텔	서울특별시 강서구 양천로 344	157805	7791				126.8403421318	37.5682528632
11931453	이디야커피	충무필동점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11140	중구	1114057000	필동	1114013800	필동2가	1114013800100320000	1	대지	32	19	서울특별시 중구 필동2가 32-19	111403101011	서울특별시 중구 퇴계로	218	5	1114013800100320000000000		서울특별시 중구 퇴계로 218-5	100272	4624		1		126.9962626354	37.56137394
25675403	이디야커피	명지대점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11410	서대문구	1141070000	남가좌2동	1141012000	남가좌동	1141012000103240000	1	대지	324	35	서울특별시 서대문구 남가좌동 324-35	114103112003	서울특별시 서대문구 거북골로	33		1141012000103240000000000		서울특별시 서대문구 거북골로 33	120120	3665		3		126.9240490565	37.5794524408
12606484	이디야커피	암사중앙점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11740	강동구	1174057000	암사1동	1174010700	암사동	1174010700104790000	1	대지	479	13	서울특별시 강동구 암사동 479-13	117404172222	서울특별시 강동구 암사길	50		1174010700104790000000000	제이빌더스	서울특별시 강동구 암사길 50	134856	5260		1		127.1347064655	37.5513597949
12072964	이디야커피	성공회대점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11530	구로구	1153078000	오류2동	1153011200	항동	1153011200100010000	1	대지	1		서울특별시 구로구 항동 1	115303000021	서울특별시 구로구 연동로	312		1153011200100010000000000	동삼파크빌라	서울특별시 구로구 연동로 312	152140	8359		2		126.8243442312	37.4877222928
28473463	이디야커피	장한평점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11200	성동구	1120079000	용답동	1120012200	용답동	1120012200102330000	1	대지	233	6	서울특별시 성동구 용답동 233-6	112002000008	서울특별시 성동구 천호대로	426		1120012200102330000000000	장호빌딩	서울특별시 성동구 천호대로 426	133850	4808		1		127.0662535307	37.5608579727
12612963	이디야커피	수유1동점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11305	강북구	1130561000		1130510300	수유동	1130510300100700000	1	대지	70	4	서울특별시 강북구 수유동 70-4	113053005041	서울특별시 강북구 삼양로	293		1130510300100700000000000	서영프라자	서울특별시 강북구 삼양로 293	142874	1103		3		127.0177076406	37.6297450145
22562364	이디야커피	구로디지털점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11530	구로구	1153054000	구로3동	1153010200	구로동	1153010200112780000	1	대지	1278	1	서울특별시 구로구 구로동 1278-1	115304148335	서울특별시 구로구 디지털로31길	81		1153010200112780000000000	두산위브상가	서울특별시 구로구 디지털로31길 81	152050	8375		1		126.8912265112	37.486323569
20242548	이디야커피	내방역점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11650	서초구	1165060000	방배1동	1165010100	방배동	1165010100108980000	1	대지	898	1	서울특별시 서초구 방배동 898-1	116502121002	서울특별시 서초구 서초대로	108		1165010100108980000000000	삼보빌딩	서울특별시 서초구 서초대로 108	137060	6664				126.9941867285	37.4875603704
16061125	이디야커피	고척스카이돔점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11530	구로구	1153072000	고척1동	1153010600	고척동	1153010600100760000	1	대지	76	160	서울특별시 구로구 고척동 76-160	115303000028	서울특별시 구로구 경인로	397		1153010600100760000000000	골든타워빌딩	서울특별시 구로구 경인로 397	152826	8227		1		126.8638601655	37.4976870235
12585029	이디야커피	까치산역점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11500	강서구	1150054000	화곡1동	1150010300	화곡동	1150010300103490000	1	대지	349	15	서울특별시 강서구 화곡동 349-15	115004145022	서울특별시 강서구 강서로17길	6		1150010300103490000000000	광성빌딩	서울특별시 강서구 강서로17길 6	157882	7764		1		126.845181337	37.5334122862
16047415	이디야커피	고덕래미안힐스점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11740	강동구	1174055000	고덕1동	1174010200	고덕동	1174010200106880000	1	대지	688		서울특별시 강동구 고덕동 688	117404172194	서울특별시 강동구 아리수로50길	50		1174010200106700000000000	래미안힐스테이트고덕	서울특별시 강동구 아리수로50길 50	134081	5229				127.1485197368	37.5577946286
12612892	이디야커피	마곡나루역점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11500	강서구	1150060300	가양1동	1150010500	마곡동	1150010500107600000	1	대지	760		서울특별시 강서구 마곡동 760	115003155051	서울특별시 강서구 마곡중앙5로	6		1150010500107600000000000	마곡나루역보타닉푸르지오시티	서울특별시 강서구 마곡중앙5로 6	157805	7788				126.8270031982	37.5670848912
23309403	이디야커피	신림신원점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11620	관악구	1162065500	신원동	1162010200	신림동	1162010200116360000	1	대지	1636	35	서울특별시 관악구 신림동 1636-35	116203120007	서울특별시 관악구 신원로	16		1162010200116360000000000	영신상가	서울특별시 관악구 신원로 16	151900	8775		1		126.9279197624	37.480733335
16986288	이디야커피		Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11680	강남구	1168058000	삼성1동	1168010500	삼성동	1168010500101590000	1	대지	159		서울특별시 강남구 삼성동 159	116802122002	서울특별시 강남구 영동대로	513		1168010500101590000000000	코엑스	서울특별시 강남구 영동대로 513	135525	6164				127.0591391024	37.5118203254
16988376	이디야커피	송파파인타운점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11710	송파구	1171064600	장지동	1171010900	장지동	1171010900108410000	1	대지	841	4	서울특별시 송파구 장지동 841-4	117104169486	서울특별시 송파구 충민로2길	28		1171010900102570000000000	대진플라자2	서울특별시 송파구 충민로2길 28	138923	5816				127.1273997571	37.4771488377
12041416	이디야커피	이수중앙점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11590	동작구	1159063000	사당2동	1159010700	사당동	1159010700101500000	1	대지	150	3	서울특별시 동작구 사당동 150-3	115903119004	서울특별시 동작구 사당로	285		1159010700101500000000000	대성문구인쇄	서울특별시 동작구 사당로 285	156090	7008				126.9791646862	37.4846382574
11815714	이디야커피	망원역점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11440	마포구	1144066000	서교동	1144012000	서교동	1144012000104410000	1	대지	441	11	서울특별시 마포구 서교동 441-11	114403113018	서울특별시 마포구 월드컵로	82	1	1144012000104410000000000		서울특별시 마포구 월드컵로 82-1	121896	3996				126.9102109618	37.5563670926
12034145	이디야커피	구의역점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11215	광진구	1121587000	구의3동	1121510300	구의동	1121510300102440000	1	대지	244	50	서울특별시 광진구 구의동 244-50	112153104004	서울특별시 광진구 구의로	4		1121510300102440000000000		서울특별시 광진구 구의로 4	143200	5045		1		127.0892670497	37.5383402498
12070280	이디야커피	잠실나루역점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11710	송파구	1171071000	잠실6동	1171010200	신천동	1171010200100110000	1	대지	11		서울특별시 송파구 신천동 11	117104169554	서울특별시 송파구 올림픽로35길	94		1171010200100110000000000	장미3차맨션	서울특별시 송파구 올림픽로35길 94	138240	5504				127.1039540589	37.5185122433
11927284	이디야커피	4.19사거리점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11305	강북구	1130564500	우이동	1130510300	수유동	1130510300102790000	1	대지	279	2	서울특별시 강북구 수유동 279-2	113053005041	서울특별시 강북구 삼양로	501		1130510300102790000000000		서울특별시 강북구 삼양로 501	142070	1026		1		127.0142165618	37.6478807283
12066544	이디야커피		Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11500	강서구	1150064000	방화2동	1150010900	방화동	1150010900108860000	1	대지	886		서울특별시 강서구 방화동 886	115004145490	서울특별시 강서구 하늘길	77		1150010900106860000000000	김포공항	롯데몰	스카이시티	서울특별시 강서구 하늘길 77	157220	7505		B2	
20478598	이디야커피	목동로데오점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11470	양천구	1147065000	신정4동	1147010100	신정동	1147010100108990000	1	대지	899	5	서울특별시 양천구 신정동 899-5	114703114002	서울특별시 양천구 목동로	219		1147010100108990000000000	서연빌딩	서울특별시 양천구 목동로 219	158070	7937		1		126.8638088301	37.5279344627
11870411	이디야커피		Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11260	중랑구	1126062000	묵1동	1126010400	묵동	1126010400101890000	1	대지	189	5	서울특별시 중랑구 묵동 189-5	112603000001	서울특별시 중랑구 동일로	901		1126010400101890000000000	먹골역	서울특별시 중랑구 동일로 901	131140	2006		-3		127.0777509947	37.6106139695
23348992	이디야커피	국민대점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11290	성북구	1129064000	정릉3동	1129013300	정릉동	1129013300108470000	1	대지	847	3	서울특별시 성북구 정릉동 847-3	112904121649	서울특별시 성북구 정릉로9라길	8		1129013300108470000000000		서울특별시 성북구 정릉로9라길 8	136100	2708				127.0003736704	37.6111552433
11814669	이디야커피	화곡중앙시장점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11500	강서구	1150054000	화곡1동	1150010300	화곡동	1150010300103620000	1	대지	362	84	서울특별시 강서구 화곡동 362-84	115004145005	서울특별시 강서구 가로공원로76길	63		1150010300103620000000000	천수약국	서울특별시 강서구 가로공원로76길 63	157010	7767		1		126.8383333611	37.5343182373
12663632	이디야커피	신림남부초교점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11620	관악구	1162068500	신사동	1162010200	신림동	1162010200104650000	1	대지	465	30	서울특별시 관악구 신림동 465-30	116202000003	서울특별시 관악구 남부순환로	1541	1	1162010200104650000000000		서울특별시 관악구 남부순환로 1541-1	151893	8763		1		126.9218664853	37.4833904118
11931544	이디야커피	연대서문점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11410	서대문구	1141061500	연희동	1141011700	연희동	1141011700100280000	1	대지	28	19	서울특별시 서대문구 연희동 28-19	114104136248	서울특별시 서대문구 연희로10길	86		1141011700100280000000000		서울특별시 서대문구 연희로10길 86	120823	3726		1		126.9336705271	37.5636995124
11931540	이디야커피	미아삼거리점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11305	강북구	1130555500	송천동	1130510100	미아동	1130510100108620000	1	대지	862	6	서울특별시 강북구 미아동 862-6	113053005039	서울특별시 강북구 도봉로	41	1	1130510100100580000000000		서울특별시 강북구 도봉로 41-1	142825	1211		1		127.0297454666	37.6127068971
11931563	이디야커피	서교동점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11440	마포구	1144066000	서교동	1144012000	서교동	1144012000103300000	1	대지	330	17	서울특별시 마포구 서교동 330-17	114404139466	서울특별시 마포구 와우산로29길	70		1144012000103300000000000		서울특별시 마포구 와우산로29길 70	121836	4052		2		126.9265769513	37.5563548363
11976799	이디야커피	금란망우점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11260	중랑구	1126065500	망우본동	1126010500	망우동	1126010500102020000	1	대지	202	9	서울특별시 중랑구 망우동 202-9	112603005032	서울특별시 중랑구 망우로	460		1126010500102020000000000	한성빌딩	서울특별시 중랑구 망우로 460	131230	2177				127.1031237454	37.6000961146
11966193	이디야커피	하계온천점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11350	노원구	1135061100	하계1동	1135010400	하계동	1135010400102510000	1	대지	251	4	서울특별시 노원구 하계동 251-4	113503110002	서울특별시 노원구 노원로	257		1135010400102510000000000	인정빌딩	서울특별시 노원구 노원로 257	139230	1791		1		127.0727390526	37.6402549253
11931652	이디야커피	태평로점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11140	중구	1114052000	소공동	1114016600	서소문동	1114016600101200000	1	대지	120	35	서울특별시 중구 서소문동 120-35	111404103187	서울특별시 중구 세종대로11길	26		1114016600101200000000000		서울특별시 중구 세종대로11길 26	100814	4513		1		126.9745630365	37.5623047514
11934488	이디야커피	홍대중앙점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11440	마포구	1144066000	서교동	1144012000	서교동	1144012000103540000	1	대지	354	19	서울특별시 마포구 서교동 354-19	114403113014	서울특별시 마포구 양화로	124		1144012000103540000000000		서울특별시 마포구 양화로 124	121838	4038		1		126.920845953	37.5542842652
11931629	이디야커피	목동파리공원점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11470	양천구	1147055000	목5동	1147010200	목동	1147010200109070000	1	대지	907	17	서울특별시 양천구 목동 907-17	114703114001	서울특별시 양천구 목동동로	379		1147010200109070000000000	광장상가	서울특별시 양천구 목동동로 379	158050	7983		1		126.8786959559	37.5356004295
23375316	이디야커피	개포역점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11680	강남구	1168067000	개포2동	1168010300	개포동	1168010300101860000	1	대지	186	3	서울특별시 강남구 개포동 186-3	116804166068	서울특별시 강남구 개포로82길	11		1168010300101860000000000	삼우빌딩	서울특별시 강남구 개포로82길 11	135240	6329		1		127.0674257299	37.4885486507
11930277	이디야커피	디지털미디어시티역사점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11380	은평구	1138064000	증산동	1138011000	증산동	1138011000102230000	1	대지	223	26	서울특별시 은평구 증산동 223-26	113803005054	서울특별시 은평구 수색로	175		1138011000102230000000000	6호선디지털미디어시티역	서울특별시 은평구 수색로 175	122941	3504		1		126.901915426	37.5771492053
25541559	이디야커피	가산에이스점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11545	금천구	1154551000	가산동	1154510100	가산동	1154510100104700000	1	대지	470	5	서울특별시 금천구 가산동 470-5	115453117001	서울특별시 금천구 가산디지털1로	196		1154510100104700000000000	에이스테크노타워10차	서울특별시 금천구 가산디지털1로 196	153789	8502		1		126.8812696553	37.4829589045
16742764	이디야커피	동원사거리점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11260	중랑구	1126057500	면목3.8동	1126010100	면목동	1126010100100230000	1	대지	23	12	서울특별시 중랑구 면목동 23-12	112603005029	서울특별시 중랑구 겸재로	240		1126010100100230000000000	행복오피스텔	서울특별시 중랑구 겸재로 240	131811	2200				127.0940101957	37.5895833935
11931600	이디야커피	동묘역점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11110	종로구	1111071000	숭인2동	1111017500	숭인동	1111017500102840000	1	대지	284		서울특별시 종로구 숭인동 284	111103100013	서울특별시 종로구 종로	354		1111017500102840000000000		서울특별시 종로구 종로 354	110550	3114		1		127.0167767236	37.5730979498
11931583	이디야커피	신길썬프라자점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	11	서울특별시	11560	영등포구	1156068000	신길6동	1156013200	신길동	1156013200146620000	1	대지	4662		서울특별시 영등포구 신길동 4662	115603118014	서울특별시 영등포구 신길로	42		1156013200146620000000000		서울특별시 영등포구 신길로 42	150050	7436		1		126.9086054853	37.49645999
