,0,1,2
0,서울특별시,마포구,3717.56
1,서울특별시,마포구,33366.39
2,서울특별시,마포구,24058.27
3,서울특별시,마포구,2043.11
4,서울특별시,마포구,19445.77
5,서울특별시,마포구,55129.18
6,서울특별시,마포구,10439.5
7,서울특별시,마포구,14009.992765834
8,서울특별시,마포구,10907.5788660368
9,서울특별시,마포구,334262.03
