연번,시도,시군구,읍면동,우편번호,주    소,
1068,대전,서구,도마1동행정복지센터,35332,대전광역시 서구 도마3길 46,
1069,대전,서구,도마2동행정복지센터,35340,대전광역시 서구 도림1길 14,
1070,대전,서구,정림동행정복지센터,35396,대전광역시 서구 정림동로 10,
1071,대전,서구,변동행정복지센터,35318,대전광역시 서구 중반5길 133,
1072,대전,서구,용문동행정복지센터,35304,대전광역시 서구 계룡로 626-1,
1073,대전,서구,탄방동행정복지센터,35255,대전광역시 서구 탄방로7번길 97,
1074,대전,서구,둔산1동행정복지센터,35239,대전광역시 서구 둔산중로 65,
1075,대전,서구,둔산2동행정복지센터,35238,대전광역시 서구 둔산서로 80,
1076,대전,서구,둔산3동행정복지센터,35246,대전광역시 서구 둔산북로 232-52,
1077,대전,서구,괴정동행정복지센터,35292,대전광역시 서구 가장로 57,
1078,대전,서구,가장동행정복지센터,35310,대전광역시 서구 도산로 282,
1079,대전,서구,내동행정복지센터,35289,대전광역시 서구 도솔로 247,
1080,대전,서구,갈마1동행정복지센터,35276,대전광역시 서구 신갈마로 191,
1081,대전,서구,갈마2동행정복지센터,35272,대전광역시 서구 대덕대로 147,
1082,대전,서구,월평1동행정복지센터,35226,대전광역시 서구 월평서로 13,
1083,대전,서구,월평2동행정복지센터,35211,대전광역시 서구 갈마역로 145,
1084,대전,서구,월평3동행정복지센터,35210,대전광역시 서구 청사로 27-9,
1085,대전,서구,만년동행정복지센터,35201,대전광역시 서구 만년로 19,
1086,대전,서구,가수원동행정복지센터,35385,대전광역시 서구 가수원로 105,
1087,대전,서구,도안동행정복지센터,35354,대전광역시 서구 원도안로242번길 33,
1088,대전,서구,관저1동행정복지센터,35364,대전광역시 서구 관저북로 24,
1089,대전,서구,관저2동행정복지센터,35378,대전광역시 서구 관저중로 82,
1090,대전,서구,기성동행정복지센터,35426,대전광역시 서구 흑석1길 16,
1091,대전,유성구,진잠동행정복지센터,34228,대전광역시 유성구 원내로 5,
1092,대전,유성구,학하동행정복지센터,34210,대전광역시 유성구 학하북로 75-21,
1093,대전,유성구,원신흥동행정복지센터,34190,대전광역시 유성구 봉명로 27-18,
1094,대전,유성구,상대동행정복지센터,34198,대전광역시 유성구 월드컵대로316번길 28-7,
1095,대전,유성구,온천1동행정복지센터,34179,대전광역시 유성구 도안대로589번길 35,
1096,대전,유성구,온천2동행정복지센터,34165,대전광역시 유성구 장대로 120 ,
1097,대전,유성구,노은1동행정복지센터,34091,대전광역시 유성구 노은동로87번길 89 ,
1098,대전,유성구,노은2동행정복지센터,34061,대전광역시 유성구 송림로19번길 35 ,
1099,대전,유성구,노은3동행정복지센터,34073,대전광역시 유성구 지족동로 145,
1100,대전,유성구,신성동행정복지센터,34104,대전광역시 유성구 유성대로 1193,
1101,대전,유성구,전민동행정복지센터,34048,대전광역시 유성구 유성대로 1719,
1102,대전,유성구,구즉동행정복지센터,34006,대전광역시 유성구 구룡달전로 22,
1103,대전,유성구,관평동행정복지센터,34019,대전광역시 유성구 관평2로 42 ,
1104,대전,대덕구,오정동행정복지센터,34438,대전광역시 대덕구 한밭대로972번길 92,
1105,대전,대덕구,대화동행정복지센터,34370,대전광역시 대덕구 동심5길 10,
1106,대전,대덕구,회덕동행정복지센터,34360,대전광역시 대덕구 대전로 1376,
1107,대전,대덕구,비래동행정복지센터,34418,대전광역시 대덕구 비래동로 10,
1108,대전,대덕구,송촌동행정복지센터,34401,대전광역시 대덕구 동춘당로94번길 11,
1109,대전,대덕구,중리동행정복지센터,34395,대전광역시 대덕구 중리남로 47,
1110,대전,대덕구,법1동행정복지센터,34382,대전광역시 대덕구 계족로663번길 36,
1111,대전,대덕구,법2동행정복지센터,34406,대전광역시 대덕구 동춘당로 187,
1112,대전,대덕구,신탄진동행정복지센터,34306,"대전광역시 대덕구 신탄진로 836, 4층",
1113,대전,대덕구,석봉동행정복지센터,34304,대전광역시 대덕구 대덕대로 1579,
1114,대전,대덕구,덕암동행정복지센터,34331,대전광역시 대덕구 덕암북로104번길 60,
1115,대전,대덕구,목상동행정복지센터,34322,대전광역시 대덕구 대덕대로1470번길 7,
1116,울산,중구,학성동행정복지센터,44526,울산광역시 중구 구교로 92,
1117,울산,중구,반구1동행정복지센터,44501,울산광역시 중구 화합로 340,
1118,울산,중구,반구2동행정복지센터,44508,울산광역시 중구 구교4길 40,
1119,울산,중구,복산동행정복지센터,44470,울산광역시 중구 북부순환도로 610,
1120,울산,중구,성안동행정복지센터,44426,울산광역시 중구 백양로 34,
1121,울산,중구,중앙동행정복지센터,44530,울산광역시 중구 중앙길 199,
1122,울산,중구,우정동행정복지센터,44467,울산광역시 중구 장춘로 30,
1123,울산,중구,태화동행정복지센터,44451,울산광역시 중구 유곡로 45,
1124,울산,중구,다운동행정복지센터,44406,울산광역시 중구 운곡길 6,
1125,울산,중구,병영1동행정복지센터,44494,울산광역시 중구 병영3길 8,
1126,울산,중구,병영2동행정복지센터,44483,울산광역시 중구 병영성7길 9,
1127,울산,중구,약사동행정복지센터,44474,울산광역시 중구 평산4길 38,
1128,울산,남구,신정1동행정복지센터,44670,울산광역시 남구 월평로9번길 7,
1129,울산,남구,신정2동행정복지센터,44677,울산광역시 남구 봉월로20번길 9,
1130,울산,남구,신정3동행정복지센터,44684,울산광역시 남구 월평로103번길 18,
1131,울산,남구,신정4동행정복지센터,44741,울산광역시 남구 수암로64번길 16,
1132,울산,남구,신정5동행정복지센터,44686,울산광역시 남구 월평로 147,
1133,울산,남구,달동행정복지센터,44691,울산광역시 남구 돋질로92번길 28,
1134,울산,남구,삼산동행정복지센터,44701,울산광역시 남구 삼산중로131번길 36,
1135,울산,남구,삼호동행정복지센터,44635,울산광역시 남구 삼호로 15,
1136,울산,남구,무거동행정복지센터,44602,울산광역시 남구 대학로147번길 38,
1137,울산,남구,옥동행정복지센터,44648,울산광역시 남구 문수로369번길 5,
1138,울산,남구,야음장생포동행정복지센터,44766,울산광역시 남구 여천로12번길 50 ,
1139,울산,남구,대현동행정복지센터,44751,울산광역시 남구 수암로 182,
1140,울산,남구,수암동행정복지센터,44755,울산광역시 남구 중앙로 32,
1141,울산,남구,선암동행정복지센터,44771,"울산광역시 남구 산업로339번길 17, 2층",
1142,울산,동구,방어동행정복지센터,44097,울산광역시 동구 꽃바위로 325,
1143,울산,동구,일산동행정복지센터,44069,울산광역시 동구 일산진11길 123,
1144,울산,동구,화정동행정복지센터,44074,울산광역시 동구 대송로 140,
1145,울산,동구,대송동행정복지센터,44061,울산광역시 동구 대송5길 10,
1146,울산,동구,전하1동행정복지센터,44035,울산광역시 동구 바드래3길 55,
1147,울산,동구,전하2동행정복지센터,44047,울산광역시 동구 진성4길 45,
1148,울산,동구,남목1동행정복지센터,44010,울산광역시 동구 방어진순환도로 1170,
1149,울산,동구,남목2동행정복지센터,44030,울산광역시 동구 명덕6길 33,
1150,울산,동구,남목3동행정복지센터,44015,울산광역시 동구 동해안로 100,
1151,울산,북구,농소1동행정복지센터,44229,울산광역시 북구 호계2길 10,
1152,울산,북구,농소2동행정복지센터,44220,울산광역시 북구 찬샘1길 24,
1153,울산,북구,농소3동행정복지센터,44209,울산광역시 북구 신답로 77,
1154,울산,북구,강동동행정복지센터,44233,울산광역시 북구 무룡로 1096,
1155,울산,북구,효문동행정복지센터,44248,울산광역시 북구 산업로 970,
1156,울산,북구,송정동행정복지센터,44240,울산광역시 북구 송내14길 41,
1157,울산,북구,양정동행정복지센터,44257,울산광역시 북구 오치골3길 16-1,
1158,울산,북구,염포동행정복지센터,44262,울산광역시 북구 염포로 707,
1159,울산,울주군,범서읍행정복지센터,44926,울산광역시 울주군 범서읍 송현길 72 ,
1160,울산,울주군,온산읍행정복지센터,45001,울산광역시 울주군 온산읍 덕신로 303,
1161,울산,울주군,언양읍행정복지센터,44941,울산광역시 울주군 언양읍 동문길 7,
1162,울산,울주군,온양읍행정복지센터,44974,울산광역시 울주군 온양읍 남창1길 20,
1163,울산,울주군,청량읍행정복지센터,44984,울산광역시 울주군 청량읍 신덕하3길 5,
1164,울산,울주군,삼남읍행정복지센터,44953,울산광역시 울주군 삼남읍 작괘들길 2,
1165,울산,울주군,서생면행정복지센터,45014,울산광역시 울주군 서생면 해맞이로 894,
1166,울산,울주군,웅촌면행정복지센터,44965,울산광역시 울주군 웅촌면 새초천길 12,
1167,울산,울주군,두동면행정복지센터,44915,울산광역시 울주군 두동면 대밀길 28,
1168,울산,울주군,두서면행정복지센터,44911,울산광역시 울주군 두서면 반구대로 1817-11,
1169,울산,울주군,상북면행정복지센터,44902,울산광역시 울주군 상북면 도동신리로 5,
1170,울산,울주군,삼동면행정복지센터,44956,울산광역시 울주군 삼동면 삼동로 777,
1171,세종,,조치원읍행정복지센터,30024,세종특별자치시 조치원읍 새내16길 17 ,
1172,세종,,연기면행정복지센터,30059,세종특별자치시 연기면 당산로 81,
1173,세종,,연동면행정복지센터,30068,세종특별자치시 연동면 장욱진로 7,
1174,세종,,부강면행정복지센터,30075,세종특별자치시 부강면 부강5길 38,
1175,세종,,금남면행정복지센터,30083,세종특별자치시 금남면 용포로 57,
1176,세종,,장군면행정복지센터,30053,세종특별자치시 장군면 장척로 400-1,
1177,세종,,연서면행정복지센터,30043,세종특별자치시 연서면 대첩로 238,
1178,세종,,전의면행정복지센터,30004,세종특별자치시 전의면 운주산로 1270,
1179,세종,,전동면행정복지센터,30011,세종특별자치시 전동면 운주산로 386,
1180,세종,,소정면행정복지센터,30001,세종특별자치시 소정면 소정구길 204,
1181,세종,,한솔동행정복지센터,30130,세종특별자치시 한솔동 노을3로 85,
1182,세종,,도담동행정복지센터,30098,세종특별자치시 도담동 보람로 77,
1183,세종,,아름동행정복지센터,30100,세종특별자치시 보듬3로 114,
1184,세종,,종촌동행정복지센터,30064,세종특별자치시 도움3로 125,
1185,세종,,고운동행정복지센터,30062,세종특별자치시 마음로 284,
1186,세종,,보람동행정복지센터,30150,세종특별자치시 호려울로 42,
1187,세종,,새롬동행정복지센터,30127,세종특별자치시 새롬중앙로 44,
1188,세종,,대평동행정주민센터,30153,세종특별자치시 대평1길 10,
1189,세종,,소담동행정주민센터,30150,세종특별자치시 한누리대로 2023,
1190,세종,,다정동행정주민센터,30123,세종특별자치시 다정남3로 10,
1191,세종,,반곡동행정주민센터,30146,세종특별자치시 반곡로 39,
1192,세종,,어진동행정주민센터,30064,세종특별자치시 다솜1로31,
1193,세종,,나성동행정주민센터,30128,세종특별자치시 갈매로 280,
1194,세종,,해밀동행정주민센터,30092,세종특별자치시 해밀1로 45,
1195,경기,수원시 장안구,파장동 행정복지센터,16204,경기도 수원시 장안구 파장천로 60,
1196,경기,수원시 장안구,율천동 행정복지센터,16417,경기도 수원시 장안구 서부로2106번길 27,
1197,경기,수원시 장안구,정자1동 행정복지센터,16339,경기도 수원시 장안구 정자로130번길 20,
1198,경기,수원시 장안구,정자2동 행정복지센터,16312,경기도 수원시 장안구 송정로24번길 34,
1199,경기,수원시 장안구,정자3동 행정복지센터,16333,경기도 수원시 장안구 대평로 85,
1200,경기,수원시 장안구,영화동 행정복지센터,16269,경기도 수원시 장안구 수성로382번길 24,
1201,경기,수원시 장안구,송죽동 행정복지센터,16305,경기도 수원시 장안구 송원로41번길 16-21,
1202,경기,수원시 장안구,조원1동 행정복지센터,16282,경기도 수원시 장안구 금당로 56,
1203,경기,수원시 장안구,조원2동 행정복지센터,16294,경기도 수원시 장안구 송원로 109-50,
1204,경기,수원시 장안구,연무동 행정복지센터,16265,경기도 수원시 장안구 경수대로 757,
1205,경기,수원시 권선구,세류1동 행정복지센터,16593,경기도 수원시 권선구 세류로38번길 10,
1206,경기,수원시 권선구,세류2동 행정복지센터,16588,경기도 수원시 권선구 덕영대로 1107,
1207,경기,수원시 권선구,세류3동 행정복지센터,16576,경기도 수원시 권선구 정조로 557,
1208,경기,수원시 권선구,평동 행정복지센터,16599,경기도 수원시 권선구 평동로76번길 13,
1209,경기,수원시 권선구,서둔동 행정복지센터,16617,경기도 수원시 권선구 서호로 146,
1210,경기,수원시 권선구,구운동 행정복지센터,16408,경기도 수원시 권선구 구운로47번길 57-33,
1211,경기,수원시 권선구,금곡동 행정복지센터,16397,경기도 수원시 권선구 금곡로196번길 20,
1212,경기,수원시 권선구,호매실동 행정복지센터,16400,경기도 수원시 권선구 칠보로 161,
1213,경기,수원시 권선구,권선1동 행정복지센터,16566,경기도 수원시 권선구 경수대로352번길 29,
1214,경기,수원시 권선구,권선2동 행정복지센터,16558,경기도 수원시 권선구 권중로 85,
1215,경기,수원시 권선구,곡선동 행정복지센터,16667,경기도 수원시 권선구 동수원로146번길 174,
1216,경기,수원시 권선구,입북동 행정복지센터,16367,경기도 수원시 권선구 입북로 17,
1217,경기,수원시 팔달구,행궁동 행정복지센터,16251,경기도 수원시 팔달구 신풍로23번길 40,
1218,경기,수원시 팔달구,매교동 행정복지센터,16466,경기도 수원시 팔달구 효원로89번길 60,
1219,경기,수원시 팔달구,매산동 행정복지센터,16456,경기도 수원시 팔달구 매산로 45,
1220,경기,수원시 팔달구,고등동 행정복지센터,16450,경기도 수원시 팔달구 고등로 37,
1221,경기,수원시 팔달구,화서1동 행정복지센터,16442,경기도 수원시 팔달구 동말로4번길 10,
1222,경기,수원시 팔달구,화서2동 행정복지센터,16425,경기도 수원시 팔달구 화산로6번길 6,
1223,경기,수원시 팔달구,지동 행정복지센터,16248,경기도 수원시 팔달구 세지로 339,
1224,경기,수원시 팔달구,우만1동 행정복지센터,16237,경기도 수원시 팔달구 경수대로656번길 37-17,
1225,경기,수원시 팔달구,우만2동행정복지센터,16498,경기도 수원시 팔달구 중부대로207번길 33,
1226,경기,수원시 팔달구,인계동 행정복지센터,16475,경기도 수원시 팔달구 인계로 123,
1227,경기,수원시 영통구,매탄1동 행정복지센터,16532,경기도 수원시 영통구 인계로189번길 119,
1228,경기,수원시 영통구,매탄2동 행정복지센터,16524,경기도 수원시 영통구 매영로39번길 21,
1229,경기,수원시 영통구,매탄3동 행정복지센터,16548,경기도 수원시 영통구 동탄원천로881번길 76,
1230,경기,수원시 영통구,매탄4동 행정복지센터,16541,경기도 수원시 영통구 산남로 26-4,
1231,경기,수원시 영통구,원천동 행정복지센터,16518,경기도 수원시 영통구 중부대로 339,
1232,경기,수원시 영통구,광교1동 행정복지센터,16509,경기도 수원시 영통구 도청로89번길 20,
1233,경기,수원시 영통구,광교2동 행정복지센터,16512,경기도 수원시 영통구 법조로149번길 155,
1234,경기,수원시 영통구,영통1동 행정복지센터,16712,경기도 수원시 영통구 봉영로1759번길 23,
1235,경기,수원시 영통구,영통2동 행정복지센터,16679,경기도 수원시 영통구 영통로217번길 12,
1236,경기,수원시 영통구,영통3동 행정복지센터,16705,경기도 수원시 영통구 반달로 105,
1237,경기,수원시 영통구,망포1동 행정복지센터,16692,경기도 수원시 영통구 영통로90번길 4-16,
1238,경기,수원시 영통구,망포2동 행정복지센터,16686,경기도 수원시 영통구 태장로54번길 10,
1239,경기,고양시 덕양구,주교동행정복지센터,10458,경기도 고양시 덕양구 고양대로1315번길 71,
1240,경기,고양시 덕양구,원신동행정복지센터,10565,경기도 고양시 덕양구 호국로 1261,
1241,경기,고양시 덕양구,흥도동행정복지센터,10480,경기도 고양시 덕양구 흥도로454번길 44,
1242,경기,고양시 덕양구,성사1동행정복지센터,10462,경기도 고양시 덕양구 호국로 793,
1243,경기,고양시 덕양구,성사2동행정복지센터,10469,경기도 고양시 덕양구 호국로742번길 6-6,
1244,경기,고양시 덕양구,효자동행정복지센터,10583,경기도 고양시 덕양구 오부자로 32,
1245,경기,고양시 덕양구,삼송1동행정복지센터,10509,경기도 고양시 덕양구 신도길 8-8,
1246,경기,고양시 덕양구,삼송2동행정복지센터,10509,경기도 고양시 덕양구 신도길 8-8,
1247,경기,고양시 덕양구,창릉동행정복지센터,10597,경기도 고양시 덕양구 동세로 30,
1248,경기,고양시 덕양구,고양동행정복지센터,10275,경기도 고양시 덕양구 벽제관로 5,
1249,경기,고양시 덕양구,관산동행정복지센터,10287,경기도 고양시 덕양구 통일로 789,
1250,경기,고양시 덕양구,능곡동행정복지센터,10509,경기도 고양시 덕양구 토당로 83,
1251,경기,고양시 덕양구,화정1동행정복지센터,10472,경기도 고양시 덕양구 화중로 197,
1252,경기,고양시 덕양구,화정2동행정복지센터,10499,경기도 고양시 덕양구 화신로 232,
1253,경기,고양시 덕양구,행주동행정복지센터,10516,경기도 고양시 덕양구 지도로14번길 11,
1254,경기,고양시 덕양구,행신1동행정복지센터,10518,경기도 고양시 덕양구 중앙로 541-12,
1255,경기,고양시 덕양구,행신2동행정복지센터,10518,경기도 고양시 덕양구 충경로 30,
1256,경기,고양시 덕양구,행신3동행정복지센터,10494,경기도 고양시 덕양구 중앙로558번길 78,
1257,경기,고양시 덕양구,행신4동행정복지센터,10486,"경기도 고양시 덕양구 중앙로 454, 4층",
1258,경기,고양시 덕양구,화전동행정복지센터,10540,경기도 고양시 덕양구 중앙로 131,
1259,경기,고양시 덕양구,대덕동행정복지센터,10541,경기도 고양시 덕양구 덕은로 60-22,
1260,경기,고양시 일산동구,식사동행정복지센터,10323,경기도 고양시 일산동구 위시티2로11번길 22-21,
1261,경기,고양시 일산동구,중산1동행정복지센터,10333,경기도 고양시 일산동구 중산로 224,
1262,경기,고양시 일산동구,중산2동행정복지센터,10311,"경기도 고양시 일산동구 하늘마을1로 2, 6층",
1263,경기,고양시 일산동구,정발산동행정복지센터,10358,경기도 고양시 일산동구 일산로 422,
1264,경기,고양시 일산동구,풍산동행정복지센터,10308,경기도 고양시 일산동구 숲속마을1로 36,
1265,경기,고양시 일산동구,백석1동행정복지센터,10445,경기도 고양시 일산동구 일산로 145,
1266,경기,고양시 일산동구,백석2동행정복지센터,10447,경기도 고양시 일산동구 장백로 72,
1267,경기,고양시 일산동구,마두1동행정복지센터,10417,경기도 고양시 일산동구 일산로 218,
1268,경기,고양시 일산동구,마두2동행정복지센터,10416,경기도 고양시 일산동구 강송로 166,
1269,경기,고양시 일산동구,장항1동행정복지센터,10431,경기도 고양시 일산동구 장항로225번길 72,
1270,경기,고양시 일산동구,장항2동행정복지센터,10422,경기도 고양시 일산동구 노루목로 114,
1271,경기,고양시 일산동구,고봉동행정복지센터,10258,경기도 고양시 일산동구 성현로 397-18,
1272,경기,고양시 일산서구,일산1동행정복지센터,10348,경기도 고양시 일산서구 원일로 55,
1273,경기,고양시 일산서구,일산2동행정복지센터,10340,경기도 고양시 일산서구 고봉로 283,
1274,경기,고양시 일산서구,일산3동행정복지센터,10356,경기도 고양시 일산서구 강선로 158,
1275,경기,고양시 일산서구,탄현1동행정복지센터,10244,경기도 고양시 일산서구 홀트로 36,
1276,경기,고양시 일산서구,탄현2동행정복지센터,10248,경기도 고양시 일산서구 탄현로 120,
1277,경기,고양시 일산서구,주엽1동행정복지센터,10386,경기도 고양시 일산서구 강성로 109,
1278,경기,고양시 일산서구,주엽2동행정복지센터,10388,경기도 고양시 일산서구 주엽로 178,
1279,경기,고양시 일산서구,대화동행정복지센터,10368,경기도 고양시 일산서구 일산로 668,
1280,경기,고양시 일산서구,송포동행정복지센터,10218,경기도 고양시 일산서구 대화로 143,
1281,경기,고양시 일산서구,덕이동행정복지센터,10237,경기도 고양시 일산서구 덕이로 50-7,
1282,경기,고양시 일산서구,가좌동행정복지센터,10214,경기도 고양시 일산서구 송산로374번길 7,
1283,경기,성남시 수정구,신흥1동행정복지센터,13338,경기도 성남시 수정구 수정로188번길 7,
1284,경기,성남시 수정구,신흥2동행정복지센터,13263,경기도 성남시 수정구 수정로 267,
1285,경기,성남시 수정구,신흥3동행정복지센터,13350,경기도 성남시 수정구 공원로349번길 8,
1286,경기,성남시 수정구,태평1동행정복지센터,13110,경기도 성남시 수정구 모란로 88,
1287,경기,성남시 수정구,태평2동행정복지센터,13289,경기도 성남시 수정구 남문로 108,
1288,경기,성남시 수정구,태평3동행정복지센터,13301,경기도 성남시 수정구 남문로 54,
1289,경기,성남시 수정구,태평4동행정복지센터,13279,경기도 성남시 수정구 남문로 134,
1290,경기,성남시 수정구,수진1동행정복지센터,13332,경기도 성남시 수정구 탄리로 19,
1291,경기,성남시 수정구,수진2동행정복지센터,13320,경기도 성남시 수정구 성남대로 1204,
1292,경기,성남시 수정구,단대동행정복지센터,13145,경기도 성남시 수정구 희망로506번길 21,
1293,경기,성남시 수정구,산성동행정복지센터,13130,경기도 성남시 수정구 수정남로 261,
1294,경기,성남시 수정구,양지동행정복지센터,13140,경기도 성남시 수정구 산성대로 483,
1295,경기,성남시 수정구,복정동행정복지센터,13113,경기도 성남시 수정구 복정로 144,
1296,경기,성남시 수정구,위례동행정복지센터,13645,경기도 성남시 수정구 위례순환로 125,
1297,경기,성남시 수정구,신촌동행정복지센터,13100,경기도 성남시 수정구 오야로 19,
1298,경기,성남시 수정구,고등동행정복지센터,13105,경기 성남시 수정구 대왕판교로 985,
1299,경기,성남시 수정구,시흥동행정복지센터,13445,경기도 성남시 수정구 여수대로56번길 6,
1300,경기,성남시 중원구,성남동행정복지센터,13356,경기도 성남시 중원구 광명로 89,
1301,경기,성남시 중원구,중앙동행정복지센터,13250,경기도 성남시 중원구 광명로264번길 1,
1302,경기,성남시 중원구,금광1동행정복지센터,13182,경기도 성남시 중원구 광명로 328,
1303,경기,성남시 중원구,금광2동행정복지센터,13177,경기도 성남시 중원구 광명로 345,
1304,경기,성남시 중원구,은행1동행정복지센터,13164,경기도 성남시 중원구 은행로 85,
1305,경기,성남시 중원구,은행2동행정복지센터,13153,경기도 성남시 중원구 은이로 21,
1306,경기,성남시 중원구,상대원1동행정복지센터,13228,경기도 성남시 중원구 둔촌대로 425,
1307,경기,성남시 중원구,상대원2동행정복지센터,13394,경기도 성남시 중원구 둔촌대로 388,
1308,경기,성남시 중원구,상대원3동행정복지센터,13235,경기도 성남시 중원구 박석로 78,
1309,경기,성남시 중원구,하대원동행정복지센터,13406,경기도 성남시 중원구 둔촌대로 252,
1310,경기,성남시 중원구,도촌동행정복지센터,13420,경기도 성남시 중원구 도촌북로 28,
1311,경기,성남시 분당구,분당동행정복지센터,13582,경기도 성남시 분당구 불정로 312,
1312,경기,성남시 분당구,수내1동행정복지센터,13597,경기도 성남시 분당구 내정로173번길 21,
1313,경기,성남시 분당구,수내2동행정복지센터,13599,경기도 성남시 분당구 내정로166번길 17,
1314,경기,성남시 분당구,수내3동행정복지센터,13600,경기도 성남시 분당구 돌마로356번길 43,
1315,경기,성남시 분당구,정자동행정복지센터,13612,경기도 성남시 분당구 황새울로18번길 14,
1316,경기,성남시 분당구,정자1동행정복지센터,13554,경기도 성남시 분당구 성남대로407번길 12,
1317,경기,성남시 분당구,정자2동행정복지센터,13607,경기도 성남시 분당구 내정로 66,
1318,경기,성남시 분당구,정자3동행정복지센터,13603,경기도 성남시 분당구 돌마로 242,
1319,경기,성남시 분당구,서현1동행정복지센터,13588,경기도 성남시 분당구 중앙공원로39번길 35,
1320,경기,성남시 분당구,서현2동행정복지센터,13586,경기도 성남시 분당구 돌마로476번길 17,
1321,경기,성남시 분당구,이매1동행정복지센터,13566,경기도 성남시 분당구 성남대로779번길 10,
1322,경기,성남시 분당구,이매2동행정복지센터,13523,경기도 성남시 분당구 탄천로79번길 19,
1323,경기,성남시 분당구,야탑1동행정복지센터,13506,경기도 성남시 분당구 장미로86번길 18,
1324,경기,성남시 분당구,야탑2동행정복지센터,13520,경기도 성남시 분당구 야탑로76번길 5,
1325,경기,성남시 분당구,야탑3동행정복지센터,13504,경기도 성남시 분당구 야탑로167번길 12,
1326,경기,성남시 분당구,금곡동행정복지센터,13615,경기도 성남시 분당구 성남대로171번길 14,
1327,경기,성남시 분당구,구미동행정복지센터,13622,경기도 성남시 분당구 구미로 130,
1328,경기,성남시 분당구,구미1동행정복지센터,13627,경기도 성남시 분당구 돌마로90번길 8,
1329,경기,성남시 분당구,판교동행정복지센터,13479,경기도 성남시 분당구 서판교로32번길 9,
1330,경기,성남시 분당구,삼평동행정복지센터,13490,경기도 성남시 분당구 동판교로266번길 7,
1331,경기,성남시 분당구,백현동행정복지센터,13532,경기도 성남시 분당구 동판교로 21,
1332,경기,성남시 분당구,운중동행정복지센터,13466,경기도 성남시 분당구 운중로138번길 10,
1333,경기,용인시 처인구,포곡읍행정복지센터,17028,경기도 용인시 처인구 포곡읍 포곡로 258,
1334,경기,용인시 처인구,모현읍행정복지센터,17036,경기도 용인시 처인구 모현읍 독점로 31-6,
1335,경기,용인시 처인구,이동읍행정복지센터,17136,경기도 용인시 처인구 이동읍 경기동로 673,
1336,경기,용인시 처인구,남사읍행정복지센터,17118,경기도 용인시 처인구 남사면 내기로 22,
1337,경기,용인시 처인구,원삼면행정복지센터,17168,경기도 용인시 처인구 원삼면 원양로 64,
1338,경기,용인시 처인구,백암면행정복지센터,17178,경기도 용인시 처인구 백암면 백암로 189,
1339,경기,용인시 처인구,양지면행정복지센터,17158,경기도 용인시 처인구 양지면 양지로105번길 5,
1340,경기,용인시 처인구,중앙동행정복지센터,17051,경기도 용인시 처인구 금령로78번길 7,
1341,경기,용인시 처인구,역북동행정복지센터,17055,경기도 용인시 처인구 명지로 16,
1342,경기,용인시 처인구,삼가동행정복지센터,16997,경기도 용인시 처인구 동백죽전대로 61,
1343,경기,용인시 처인구,유림동행정복지센터,17043,경기도 용인시 처인구 백옥대로 1315,
1344,경기,용인시 처인구,동부동행정복지센터,17144,경기도 용인시 처인구 중부대로 1574,
1345,경기,용인시 기흥구,신갈동행정복지센터,16969,경기도 용인시 기흥구 신갈로58번길 11,
1346,경기,용인시 기흥구,영덕1동행정복지센터,16953,경기도 용인시 기흥구 흥덕2로118번길 2,
1347,경기,용인시 기흥구,영덕2동행정복지센터,17095,경기도 용인시 기흥구 덕영대로2077번길 68,
1348,경기,용인시 기흥구,구갈동행정복지센터,16977,경기도 용인시 기흥구 강남로 23,
1349,경기,용인시 기흥구,상갈동행정복지센터,17072,경기도 용인시 기흥구 상갈로 2,
1350,경기,용인시 기흥구,보라동행정복지센터,17080,경기도용인시 기흥구 한보라1로10번길 6-10,
1351,경기,용인시 기흥구,기흥동행정복지센터,17085,경기도 용인시 기흥구 고매로43번길 12-14,
1352,경기,용인시 기흥구,서농동행정복지센터,17109,경기도 용인시 기흥구 서천서로 79,
1353,경기,용인시 기흥구,구성동행정복지센터,16917,경기도 용인시 기흥구 구성로77번길 17,
1354,경기,용인시 기흥구,마북동행정복지센터,16910,경기도 용인시 기흥구 구교동로118번길 16,
1355,경기,용인시 기흥구,동백1동행정복지센터,17006,경기도 용인시 기흥구 동백죽전대로 444,
1356,경기,용인시 기흥구,동백2동행정복지센터,17007,경기도 용인시 기흥구 동백중앙로 214,
1357,경기,용인시 기흥구,동백3동행정복지센터,16990,경기도 용인시 기흥구 동백죽전대로527번길 98-2,
1358,경기,용인시 기흥구,상하동행정복지센터,16994,경기도 용인시 기흥구 어정로 62-23,
1359,경기,용인시 기흥구,보정동행정복지센터,16898,경기도 용인시 기흥구 죽전로 40,
1360,경기,용인시 수지구,풍덕천1동행정복지센터,16832,경기도 용인시 수지구 수지로342번길 3,
1361,경기,용인시 수지구,풍덕천2동행정복지센터,16844,경기도 용인시 수지구 풍덕천로 51,
1362,경기,용인시 수지구,신봉동행정복지센터,16845,경기도 용인시 수지구 수지로 215,
1363,경기,용인시 수지구,죽전1동행정복지센터,16872,경기도 용인시 수지구 대지로15번길 50,
1364,경기,용인시 수지구,죽전2동행정복지센터,16870,경기도 용인시 수지구 포은대로 523,
1365,경기,용인시 수지구,죽전3동행정복지센터,16873,경기 용인시 수지구 대지로 42,
1366,경기,용인시 수지구,동천동행정복지센터,16825,경기도 용인시 수지구 신수로783번길 40,
