연번,시도,시군구,읍면동,우편번호,주    소,
1825,강원,원주시,원인동행정복지센터,26433,강원특별자치도 원주시 무실로 63 ,
1826,강원,원주시,개운동행정복지센터,26444,강원특별자치도 원주시 행구로 40 ,
1827,강원,원주시,명륜1동행정복지센터,26441,강원특별자치도 원주시 남원로 653 ,
1828,강원,원주시,명륜2동행정복지센터,26481,강원특별자치도 원주시 황소마을길 30 ,
1829,강원,원주시,단구동행정복지센터,26450,강원특별자치도 원주시 치악로 1605 ,
1830,강원,원주시,일산동행정복지센터,26417,강원특별자치도 원주시 천사로 159 ,
1831,강원,원주시,학성동행정복지센터,26417,강원특별자치도 원주시 학성길 116 ,
1832,강원,원주시,단계동행정복지센터,26411,강원특별자치도 원주시 북원로 2321 ,
1833,강원,원주시,우산동행정복지센터,26341,강원특별자치도 원주시 진광길 9 ,
1834,강원,원주시,태장1동행정복지센터,26326,강원특별자치도 원주시 치악로 2066,
1835,강원,원주시,태장2동행정복지센터,26318,강원특별자치도 원주시 흥양로 50번길 1 ,
1836,강원,원주시,봉산동행정복지센터,26330,강원특별자치도 원주시 치악로 1868 ,
1837,강원,원주시,행구동행정복지센터,26456,강원특별자치도 원주시 행구로 250 ,
1838,강원,원주시,무실동행정복지센터,26388,강원특별자치도 원주시 만대공원길 14-10,
1839,강원,원주시,반곡관설동주민센터,26466,강원특별자치도 원주시 입춘로 5,
1840,강원,강릉시,주문진읍사무소,25406,강원특별자치도 강릉시 주문진읍 항구로 19,
1841,강원,강릉시,성산면사무소,25450,강원특별자치도 강릉시 성산면 구산길 22,
1842,강원,강릉시,왕산면사무소,25639,강원특별자치도 강릉시 왕산면 백두대간로 1997,
1843,강원,강릉시,구정면사무소,25622,강원특별자치도 강릉시 구정면 구정중앙로 237,
1844,강원,강릉시,강동면사무소,25620,강원특별자치도 강릉시 강동면 율곡로 2208,
1845,강원,강릉시,옥계면사무소,25634,강원특별자치도 강릉시 옥계면 현내시장길 30,
1846,강원,강릉시,사천면사무소,25439,강원특별자치도 강릉시 사천면 미노길 67,
1847,강원,강릉시,연곡면사무소,25428,강원특별자치도 강릉시 연곡면 연주로 35-8,
1848,강원,강릉시,홍제동주민센터,25537,강원특별자치도 강릉시 경강로 1953,
1849,강원,강릉시,중앙동주민센터,25530,강원특별자치도 강릉시 토성로 163,
1850,강원,강릉시,옥천동주민센터,25552,강원특별자치도 강릉시 경강로 2179,
1851,강원,강릉시,교1동주민센터,25507,강원특별자치도 강릉시 하슬라로 173,
1852,강원,강릉시,교2동주민센터,25490,강원특별자치도 강릉시 율곡로 2974,
1853,강원,강릉시,포남1동주민센터,25546,강원특별자치도 강릉시 남구길10번길 25,
1854,강원,강릉시,포남2동주민센터,25566,강원특별자치도 강릉시 하평2길 29,
1855,강원,강릉시,초당동주민센터,25466,강원특별자치도 강릉시 초당순두부길 99,
1856,강원,강릉시,송정동주민센터,25562,강원특별자치도 강릉시 경강로 2451,
1857,강원,강릉시,내곡동주민센터,25604,강원특별자치도 강릉시 범일로 574,
1858,강원,강릉시,강남동주민센터,25611,강원특별자치도 강릉시 남부로 232,
1859,강원,강릉시,성덕동주민센터,25578,강원특별자치도 강릉시 성덕포남로 115,
1860,강원,강릉시,경포동주민센터,25464,강원특별자치도 강릉시 운정길 16,
1861,강원,동해시,천곡동행정복지센터,25769,강원특별자치도 동해시 천곡로 98-1,
1862,강원,동해시,송정동행정복지센터,25787,강원특별자치도 동해시 동해항2길 25,
1863,강원,동해시,북삼동행정복지센터,25806,강원특별자치도 동해시 효자남길 33-4,
1864,강원,동해시,부곡동행정복지센터,25735,강원특별자치도 동해시 부곡로 21,
1865,강원,동해시,동호동행정복지센터,25724,강원특별자치도 동해시 동호3길 35,
1866,강원,동해시,발한동행정복지센터,25720,강원특별자치도 동해시 발한로 211,
1867,강원,동해시,묵호동행정복지센터,25717,강원특별자치도 동해시 논골길 78,
1868,강원,동해시,북평동행정복지센터,25813,강원특별자치도 동해시 대동로 137,
1869,강원,동해시,망상동행정복지센터,25715,강원특별자치도 동해시 발한로 330,
1870,강원,동해시,삼화동행정복지센터,25745,강원특별자치도 동해시 무릉1길 10,
1871,강원,태백시,황지동주민센터(임시청사),26015,강원특별자치도 태백시 연지로 7 (임시청사),
1872,강원,태백시,황연동주민센터,26025,강원특별자치도 태백시 광장로 31,
1873,강원,태백시,삼수동주민센터,26005,강원특별자치도 태백시 태백로 758,
1874,강원,태백시,상장동행정복지센터,26039,강원특별자치도 태백시 태백로 1182,
1875,강원,태백시,문곡소도동주민센터,26043,강원특별자치도 태백시 천제단길 4,
1876,강원,태백시,장성동주민센터,26052,강원특별자치도 태백시 장성1길 171,
1877,강원,태백시,구문소동주민센터,26047,강원특별자치도 태백시 평화길 13,
1878,강원,태백시,철암동주민센터,26045,강원특별자치도 태백시 철암길 2,
1879,강원,속초시,영랑동주민센터,24803,강원특별자치도 속초시 중앙로 403,
1880,강원,속초시,동명동주민센터,24823,강원특별자치도 속초시 중앙로 257,
1881,강원,속초시,금호동주민센터,24827,강원특별자치도 속초시 중앙시장로 43,
1882,강원,속초시,교동주민센터,24829,강원특별자치도 속초시 청학로 51,
1883,강원,속초시,노학동주민센터,24855,강원특별자치도 속초시 동해대로 4245,
1884,강원,속초시,조양동주민센터,24890,강원특별자치도 속초시 선사로1길 16,
1885,강원,속초시,청호동주민센터,24883,강원특별자치도 속초시 청호로 93,
1886,강원,속초시,대포동주민센터,24904,강원특별자치도 속초시 설악산로 466,
1887,강원,삼척시,도계읍행정복지센터,25947,강원특별자치도 삼척시 도계읍 도계로 308,
1888,강원,삼척시,원덕읍행정복지센터,25961,강원특별자치도 삼척시 원덕읍 삼척로 440,
1889,강원,삼척시,근덕면행정복지센터,25933,강원특별자치도 삼척시 근덕면 삼척로 3639,
1890,강원,삼척시,하장면행정복지센터,25901,강원특별자치도 삼척시 하장면 하장길 118,
1891,강원,삼척시,노곡면행정복지센터,25940,강원특별자치도 삼척시 노곡면 미근로 886,
1892,강원,삼척시,미로면행정복지센터,25904,강원특별자치도 삼척시 미로면 적병길 8,
1893,강원,삼척시,가곡면행정복지센터,25954,강원특별자치도 삼척시 가곡면 가곡천로 1477,
1894,강원,삼척시,신기면행정복지센터,25943,강원특별자치도 삼척시 신기면 신기길 15,
1895,강원,삼척시,남양동행정복지센터,25929,강원특별자치도 삼척시 남양길 11,
1896,강원,삼척시,성내동행정복지센터,25916,강원특별자치도 삼척시 대학로 57,
1897,강원,삼척시,교동행정복지센터,25916,강원특별자치도 삼척시 대학로 88-14,
1898,강원,삼척시,정라동행정복지센터,25925,강원특별자치도 삼척시 새천년도로 16,
1899,강원,홍천군,홍천읍행정복지센터,25136,강원특별자치도 홍천군 홍천읍 홍천로 351 ,
1900,강원,홍천군,화촌면행정복지센터,25157,강원특별자치도 홍천군 화촌면 성산로 143 ,
1901,강원,홍천군,두촌면행정복지센터,25160,강원특별자치도 홍천군 두촌면 자은로 349,
1902,강원,홍천군,내촌면행정복지센터,25161,강원특별자치도 홍천군 내촌면 내촌길 27 ,
1903,강원,홍천군,서석면행정복지센터,25166,강원특별자치도 홍천군 서석면 풍암길 10 ,
1904,강원,홍천군,영귀미면행정복지센터,25154,강원특별자치도 홍천군 영귀미면 공작산로 497,
1905,강원,홍천군,남면행정복지센터,25108,강원특별자치도 홍천군 남면 양덕원로 97 ,
1906,강원,홍천군,서면행정복지센터,25101,강원특별자치도 홍천군 서면 팔봉산로 617 ,
1907,강원,홍천군,북방면행정복지센터,25115,강원특별자치도 홍천군 북방면 영서로 2698 ,
1908,강원,홍천군,내면행정복지센터,25171,강원특별자치도 홍천군 내면 창촌로 59 ,
1909,강원,횡성군,횡성읍행정복지센터,25224,강원특별자치도 횡성군 횡성읍 태기로 85,
1910,강원,횡성군,우천면행정복지센터,25248,강원특별자치도 횡성군 우천면 우항1길 5-30,
1911,강원,횡성군,안흥면행정복지센터,25271,강원특별자치도 횡성군 안흥면 안흥로 27,
1912,강원,횡성군,둔내면행정복지센터,25264,강원특별자치도 횡성군 둔내면 둔내로51번길 17,
1913,강원,횡성군,갑천면행정복지센터,25258,강원특별자치도 횡성군 갑천면 청정로 295,
1914,강원,횡성군,청일면행정복지센터,25254,강원특별자치도 횡성군 청일면 유동로 17,
1915,강원,횡성군,공근면행정복지센터,25208,강원특별자치도 횡성군 공근면 학담시장길 11,
1916,강원,횡성군,서원면행정복지센터,25201,강원특별자치도 횡성군 서원면 서원로 161,
1917,강원,횡성군,강림면행정복지센터,25272,강원특별자치도 횡성군 강림면 태종로 42,
1918,강원,영월군,영월읍사무소,26227,강원특별자치도 영월군 영월읍 단종로 48-8,
1919,강원,영월군,상동읍사무소,26248,강원특별자치도 영월군 상동읍 태백산로 3189,
1920,강원,영월군,산솔면사무소,26243,강원특별자치도 영월군 산솔면 태백산로 1202,
1921,강원,영월군,김삿갓면사무소,26245,강원특별자치도 영월군 김삿갓면 옥동장터길 36,
1922,강원,영월군,북면사무소,26209,강원특별자치도 영월군 북면 봉래산로 987,
1923,강원,영월군,남면사무소,26216,강원특별자치도 영월군 남면 연당로 47-6,
1924,강원,영월군,한반도면사무소,26212,강원특별자치도 영월군 한반도면 신천길 6-6,
1925,강원,영월군,무릉도원면사무소,26201,강원특별자치도 영월군 무릉도원면 무릉길 70-6,
1926,강원,영월군,주천면사무소,26203,강원특별자치도 영월군 주천면 주천로 103,
1927,강원,평창군,평창읍사무소(임시청사),25375,강원특별자치도 평창군 평창읍 백오로 177 (임시청사),
1928,강원,평창군,미탄면사무소,25382,강원특별자치도 평창군 미탄면 청옥산1길 1,
1929,강원,평창군,방림면사무소,25365,강원특별자치도 평창군 방림면 서동로 1337,
1930,강원,평창군,대화면사무소,25358,강원특별자치도 평창군 대화면 남산1길 28,
1931,강원,평창군,봉평면사무소,25303,강원특별자치도 평창군 봉평면 기풍4길 10,
1932,강원,평창군,용평면사무소,25313,강원특별자치도 평창군 용평면 경강로 2027,
1933,강원,평창군,진부면사무소,25325,강원특별자치도 평창군 진부면 석두산2길 13,
1934,강원,평창군,대관령면사무소,25344,강원특별자치도 평창군 대관령면 대관령로 83,
1935,강원,정선군,정선읍행정복지센터,26131,강원특별자치도 정선군 정선읍 정선로 1331,
1936,강원,정선군,고한읍행정복지센터,26155,강원특별자치도 정선군 고한읍 고한2길 1,
1937,강원,정선군,사북읍행정복지센터,26150,강원특별자치도 정선군 사북읍 사북중앙로 65,
1938,강원,정선군,신동읍행정복지센터,26142,강원특별자치도 정선군 신동읍 예미1길 1,
1939,강원,정선군,화암면행정복지센터,26116,강원특별자치도 정선군 화암면 그림바위길 40,
1940,강원,정선군,남면행정복지센터,26145,강원특별자치도 정선군 남면 칠현로 80,
1941,강원,정선군,여량면행정복지센터,26106,강원특별자치도 정선군 여량면 서동로 2885,
1942,강원,정선군,북평면행정복지센터,26101,강원특별자치도 정선군 북평면 북평6길 36,
1943,강원,정선군,임계면행정복지센터,26110,강원특별자치도 정선군 임계면 서동로 4575,
1944,강원,철원군,철원읍사무소,24006,강원특별자치도 철원군 철원읍 금학로330번길 12,
1945,강원,철원군,김화읍사무소,24054,강원특별자치도 철원군 김화읍 호국로 6510,
1946,강원,철원군,갈말읍사무소,24038,강원특별자치도 철원군 갈말읍 명성로 178,
1947,강원,철원군,동송읍행정복지센터,24013,강원특별자치도 철원군 동송읍 이평로 133,
1948,강원,철원군,서면사무소,24062,강원특별자치도 철원군 서면 신술2길 40,
1949,강원,철원군,근남면사무소,24064,강원특별자치도 철원군 근남면 하오재로 2050,
1950,강원,화천군,화천읍사무소,24124,강원특별자치도 화천군 화천읍 중앙로9길 9,
1951,강원,화천군,간동면사무소,24138,강원특별자치도 화천군 간동면 파로호로 919,
1952,강원,화천군,하남면사무소,24145,강원특별자치도 화천군 하남면 원천새싹길 6,
1953,강원,화천군,상서면사무소,24106,강원특별자치도 화천군 상서면 하양지길 39,
1954,강원,화천군,사내면사무소,24157,강원특별자치도 화천군 사내면 사내로 11,
1955,강원,양구군,양구읍사무소,24523,강원특별자치도 양구군 양구읍 관공서로 18,
1956,강원,양구군,국토정중앙면사무소,24554,강원특별자치도 양구군 국토정중앙면 삼팔선로 9,
1957,강원,양구군,동면사무소,24507,강원특별자치도 양구군 동면 금강산로 1693,
1958,강원,양구군,방산면사무소,24502,강원특별자치도 양구군 방산면 장거리길 21,
1959,강원,양구군,해안면사무소,24563,강원특별자치도 양구군 해안면 펀치볼로 1307,
1960,강원,인제군,인제읍행정복지센터,24631,강원특별자치도 인제군 인제읍 인제로205번길 9,
1961,강원,인제군,남면행정복지센터,24649,강원특별자치도 인제군 남면 신남로58번길 37,
1962,강원,인제군,북면행정복지센터,24612,강원특별자치도 인제군 북면 금강로 55,
1963,강원,인제군,기린면행정복지센터,24659,강원특별자치도 인제군 기린면 기린로42번길 9,
1964,강원,인제군,서화면행정복지센터,24603,강원특별자치도 인제군 서화면 천도로78번길 16,
1965,강원,인제군,상남면행정복지센터,24664,강원특별자치도 인제군 상남면 상남로38번길 10,
1966,강원,고성군,현내면사무소,24704,강원특별자치도 고성군 현내면 한나루로 67,
1967,강원,고성군,거진읍행정복지센터,24722,강원특별자치도 고성군 거진읍 자산천로 240,
1968,강원,고성군,간성읍행정복지센터,24729,강원특별자치도 고성군 간성읍 간성로67번길 14,
1969,강원,고성군,죽왕면사무소,24747,강원특별자치도 고성군 죽왕면 오호길 11,
1970,강원,고성군,토성면행정복지센터,24764,강원특별자치도 고성군 토성면 천진해변길 88,
1971,강원,양양군,양양읍행정복지센터,25021,강원특별자치도 양양군 양양읍 관아길 32,
1972,강원,양양군,서면행정복지센터,25035,강원특별자치도 양양군 서면 물윗구미길 5,
1973,강원,양양군,손양면행정복지센터,25044,강원특별자치도 양양군 손양면 손중로 209,
1974,강원,양양군,현북면행정복지센터,25047,강원특별자치도 양양군 현북면 하조대1길 41-8,
1975,강원,양양군,현남면행정복지센터,25053,강원특별자치도 양양군 현남면 인구중앙길 45,
1976,강원,양양군,강현면행정복지센터,25001,강원특별자치도 양양군 강현면 동해대로 3509,
1977,충북,청주시 상당구,낭성면 행정복지센터,28193,충청북도 청주시 상당구 낭성면 낭성시내길 21,
1978,충북,청주시 상당구,미원면 행정복지센터,28199,충청북도 청주시 상당구 미원면 단재로 2472,
1979,충북,청주시 상당구,가덕면 행정복지센터,28203,충청북도 청주시 상당구 가덕면 보청대로 4646,
1980,충북,청주시 상당구,남일면 행정복지센터,28187,충청북도 청주시 상당구 남일면 단재로 501,
1981,충북,청주시 상당구,문의면 행정복지센터,28208,충청북도 청주시 상당구 문의면 문의시내1길 8-15,
1982,충북,청주시 상당구,중앙동 행정복지센터,28544,충청북도 청주시 상당구 교서로 32번길 31 (북문로2가),
1983,충북,청주시 상당구,성안동 행정복지센터,28716,충청북도 청주시 상당구 대성로 72 (서운동),
1984,충북,청주시 상당구,탑대성동 행정복지센터,28518,충청북도 청주시 상당구 당산로 9 (대성동),
1985,충북,청주시 상당구,영운동 행정복지센터,28738,충청북도 청주시 상당구 단재로 129 (영운동),
1986,충북,청주시 상당구,금천동 행정복지센터,28734,충청북도 청주시 상당구 쇠내로 50 (금천동),
1987,충북,청주시 상당구,용담ㆍ명암ㆍ산성동 행정복지센터,28314,충청북도 청주시 상당구 교동로 149 (용담동),
1988,충북,청주시 상당구,용암제1동 행정복지센터,28777,충청북도 청주시 상당구 중흥로 29 (용암동),
1989,충북,청주시 상당구,용암제2동 행정복지센터,28782,충청북도 청주시 상당구 무농정로 47 (용암동),
1990,충북,청주시 서원구,남이면 행정복지센터,28182,충청북도 청주시 서원구 남이면 척산길 7,
1991,충북,청주시 서원구,현도면 행정복지센터,28215,충청북도 청주시 서원구 현도면 선동1길 9,
1992,충북,청주시 서원구,사직제1동 행정복지센터,28550,충청북도 청주시 서원구 대원로 45 (사직동),
1993,충북,청주시 서원구,사직제2동 행정복지센터,28652,충청북도 청주시 서원구 충렬로53번길 31 (사직동),
1994,충북,청주시 서원구,사창동 행정복지센터,28643,충청북도 청주시 서원구 내수동로 108 (사창동),
1995,충북,청주시 서원구,모충동 행정복지센터,28672,충청북도 청주시 서원구 모충로124번길 25 (모충동),
1996,충북,청주시 서원구,산남동 행정복지센터,28699,충청북도 청주시 서원구 안뜸로12번길 42 (분평동),
1997,충북,청주시 서원구,분평동 행정복지센터,28796,충청북도 청주시 서원구 분평로 35 (분평동),
1998,충북,청주시 서원구,수곡제1동 행정복지센터,28694,충청북도 청주시 서원구 구룡산로 322 (수곡동),
1999,충북,청주시 서원구,수곡제2동 행정복지센터,28688,충청북도 청주시 서원구 수곡로 61 (수곡동),
2000,충북,청주시 서원구,성화ㆍ개신ㆍ죽림동 행정복지센터,28638,충청북도 청주시 서원구 성봉로 128 (성화동),
2001,충북,청주시 흥덕구,오송읍 행정복지센터,28168,충청북도 청주시 흥덕구 오송읍 가로수로 174,
2002,충북,청주시 흥덕구,강내면 행정복지센터,28172,충청북도 청주시 흥덕구 강내면 태성탑연로 433,
2003,충북,청주시 흥덕구,옥산면 행정복지센터,28113,충청북도 청주시 흥덕구 옥산면 옥산시내1길 43,
2004,충북,청주시 흥덕구,운천ㆍ신봉동 행정복지센터,28469,충청북도 청주시 흥덕구 사운로 216 (운천동),
2005,충북,청주시 흥덕구,복대제1동 행정복지센터,28420,충청북도 청주시 흥덕구 증안로 86 (복대동),
2006,충북,청주시 흥덕구,복대제2동 행정복지센터,28606,충청북도 청주시 흥덕구 신율로103번길 42 (복대동),
2007,충북,청주시 흥덕구,가경동 행정복지센터,28394,충청북도 청주시 흥덕구 풍년로180번길 25-2 (가경동),
2008,충북,청주시 흥덕구,봉명제1동 행정복지센터,28571,충청북도 청주시 흥덕구 직지대로620번길 70 (봉명동),
2009,충북,청주시 흥덕구,봉명제2ㆍ송정동 행정복지센터,28452,충청북도 청주시 흥덕구 주현로41번길 18 (봉명동),
2010,충북,청주시 흥덕구,강서제1동 행정복지센터,28376,충청북도 청주시 흥덕구 가로수로 1164 (강서동),
2011,충북,청주시 흥덕구,강서제2동 행정복지센터,28292,충청북도 청주시 흥덕구 송화로108번길 95(송절동),
2012,충북,청주시 청원구,오창읍 행정복지센터,28129,충청북도 청주시 청원구 오창읍 두릉유리로 1137-1,
2013,충북,청주시 청원구,내수읍 행정복지센터,28145,충청북도 청주시 청원구 내수읍 마산3길 49,
2014,충북,청주시 청원구,북이면 행정복지센터,28139,충청북도 청주시 청원구 북이면 신대석성로 10,
2015,충북,청주시 청원구,우암동 행정복지센터,28535,충청북도 청주시 청원구 향군로 34 (우암동),
2016,충북,청주시 청원구,내덕제1동 행정복지센터,28481,충청북도 청주시 청원구 새터로 71 (내덕동),
2017,충북,청주시 청원구,내덕제2동 행정복지센터,28500,충청북도 청주시 청원구 충청대로 28 (내덕동),
2018,충북,청주시 청원구,율량ㆍ사천동 행정복지센터,28332,충청북도 청주시 청원구 충청대로107번길 52 (율량동),
2019,충북,청주시 청원구,오근장동 행정복지센터,28307,충청북도 청주시 청원구 팔결로 121 (오동동),
2020,충북,충주시,주덕읍행정복지센터,27462,충청북도 충주시 주덕읍 신덕로 1359,
2021,충북,충주시,살미면행정복지센터,27493,충청북도 충주시 살미면 세성양지말길 41,
2022,충북,충주시,수안보면행정복지센터,27497,충청북도 충주시 수안보면 관동길 9-9,
2023,충북,충주시,대소원면행정복지센터,27472,충청북도 충주시 대소원면 대소원1길 29,
2024,충북,충주시,신니면행정복지센터,27457,충청북도 충주시 신니면 신덕로 780,
2025,충북,충주시,노은면행정복지센터,27452,충청북도 충주시 노은면 연하중앙길 15,
2026,충북,충주시,앙성면행정복지센터,27303,충청북도 충주시 앙성면 가곡로 1005,
2027,충북,충주시,중앙탑면행정복지센터,27447,충청북도 충주시 중앙탑면 중앙탑길 247,
2028,충북,충주시,금가면행정복지센터,27442,충청북도 충주시 금가면 강수로 331,
2029,충북,충주시,동량면행정복지센터,27320,충청북도 충주시 동량면 조돈안길 1,
2030,충북,충주시,산척면행정복지센터,27315,충청북도 충주시 산척면 동산로 736,
2031,충북,충주시,엄정면행정복지센터,27313,충청북도 충주시 엄정면 내창로 185,
2032,충북,충주시,소태면행정복지센터,27307,충청북도 충주시 소태면 쟁골1길 1,
2033,충북,충주시,성내충인동행정복지센터,27386,충청북도 충주시 충인6길 46,
2034,충북,충주시,교현·안림동행정복지센터,27486,충청북도 충주시 금봉대로 410,
2035,충북,충주시,교현2동행정복지센터,27370,충청북도 충주시 대흥길 46,
2036,충북,충주시,용산동행정복지센터,27399,충청북도 충주시 거룡6길 35,
2037,충북,충주시,지현동행정복지센터,27412,충청북도 충주시 지현천변1길 41,
2038,충북,충주시,문화동행정복지센터,27407,충청북도 충주시 사직산6길 46,
2039,충북,충주시,호암직동행정복지센터,27480,충청북도 충주시 호암토성3길 5,
2040,충북,충주시,달천동행정복지센터,27478,충청북도 충주시 충원대로 211,
2041,충북,충주시,봉방동행정복지센터,27426,충청북도 충주시 봉방2길 27,
2042,충북,충주시,칠금금릉동행정복지센터,27362,충청북도 충주시 칠금중앙로 37,
2043,충북,충주시,연수동행정복지센터,27350,충청북도 충주시 예성로 344,
2044,충북,충주시,목행용탄동행정복지센터,27437,충청북도 충주시 행정5길 21,
2045,충북,제천시,봉양읍행정복지센터,27113,충청북도 제천시 봉양읍 주포로 83,
2046,충북,제천시,금성면행정복지센터,27207,충청북도 제천시 금성면 청풍호로 1045,
2047,충북,제천시,청풍면행정복지센터,27214,충청북도 제천시 청풍면 청풍호로 2115,
2048,충북,제천시,수산면행정복지센터,27220,충청북도 제천시 수산면 월악로26길 39,
2049,충북,제천시,덕산면행정복지센터,27223,충청북도 제천시 덕산면 약초로 59,
2050,충북,제천시,한수면행정복지센터,27226,충청북도 제천시 한수면 미륵송계로8길 26,
2051,충북,제천시,백운면행정복지센터,27105,충청북도 제천시 백운면 애련로 13,
2052,충북,제천시,송학면행정복지센터,27123,충청북도 제천시 송학면 시곡포전로1길 14-2,
2053,충북,제천시,교동행정복지센터,27151,충청북도 제천시 장락로 43,
2054,충북,제천시,의림지동행정복지센터,27143,충청북도 제천시 의림대로42길 34,
2055,충북,제천시,중앙동행정복지센터,27169,충청북도 제천시 독순로 61,
2056,충북,제천시,남현동행정복지센터,27174,충청북도 제천시 의병대로 147,
2057,충북,제천시,영서동행정복지센터,27186,충청북도 제천시 동명로 11,
2058,충북,제천시,용두동행정복지센터,27161,충청북도 제천시 용두대로17길 8,
2059,충북,제천시,신백동행정복지센터,27180,충청북도 제천시 의병대로34길 50,
2060,충북,제천시,청전동행정복지센터,27153,충청북도 제천시 의림대로 241,
2061,충북,제천시,화산동행정복지센터,27184,충청북도 제천시 내토로 521,
2062,충북,보은군,보은읍행정복지센터,28947,충청북도 보은군 보은읍 삼산로 50,
2063,충북,보은군,속리산면행정복지센터,28910,충청북도 보은군 속리산면 법주사로 12,
2064,충북,보은군,장안면행정복지센터,28912,충청북도 보은군 장안면 장안로 37 ,
2065,충북,보은군,마로면행정복지센터,28963,충청북도 보은군 마로면 관기송현로 103,
2066,충북,보은군,탄부면행정복지센터,28960,충청북도 보은군 탄부면 하장2길 15,
2067,충북,보은군,삼승면행정복지센터,28925,충청북도 보은군 삼승면 안내삼승로 687,
2068,충북,보은군,수한면행정복지센터,28920,충청북도 보은군 수한면 후평바리미길 13,
2069,충북,보은군,회남면행정복지센터,28931,충청북도 보은군 회남면 회남로 1901 ,
2070,충북,보은군,회인면행정복지센터,28929,충청북도 보은군 회인면 회인로 81,
2071,충북,보은군,내북면행정복지센터,28900,충청북도 보은군 내북면 남부로 6270,
2072,충북,보은군,산외면행정복지센터,28903,충청북도 보은군 산외면 구티길 65,
2073,충북,옥천군,옥천읍행정복지센터,29040,충청북도 옥천군 옥천읍 동부로 15 ,
2074,충북,옥천군,동이면행정복지센터,29024,충청북도 옥천군 동이면 평산4길 2,
2075,충북,옥천군,안남면행정복지센터,29010,충청북도 옥천군 안남면 연주길 46 ,
2076,충북,옥천군,안내면행정복지센터,29006,충청북도 옥천군 안내면 현리길 66 ,
2077,충북,옥천군,청성면행정복지센터,29017,충청북도 옥천군 청성면 산계길 53 ,
2078,충북,옥천군,청산면행정복지센터,29013,충청북도 옥천군 청산면 지전1길 29 ,
2079,충북,옥천군,이원면행정복지센터,29061,충청북도 옥천군 이원면 신흥1길 14 ,
2080,충북,옥천군,군서면행정복지센터,29059,충청북도 옥천군 군서면 성왕로 540 ,
2081,충북,옥천군,군북면행정복지센터,29000,충청북도 옥천군 군북면 이백길 8,
2082,충북,영동군,영동읍행정복지센터,29150,충청북도 영동군 영동읍 영동황간로 15,
2083,충북,영동군,용산면행정복지센터,29110,충청북도 영동군 용산면 용산로 324,
2084,충북,영동군,황간면행정복지센터,29115,충청북도 영동군 황간면 남성2길 11,
2085,충북,영동군,추풍령면행정복지센터,29120,충청북도 영동군 추풍령면 추풍령로4길 27,
2086,충북,영동군,매곡면행정복지센터,29121,충청북도 영동군 매곡면 민주지산로 3595,
2087,충북,영동군,상촌면행정복지센터,29123,충청북도 영동군 상촌면 민주지산로 3017,
2088,충북,영동군,양강면행정복지센터,29155,충청북도 영동군 양강면 괴목로 17,
2089,충북,영동군,용화면행정복지센터,29158,충청북도 영동군 용화면 민주지산로 111,
2090,충북,영동군,학산면행정복지센터,29166,충청북도 영동군 학산면 서산로 76,
2091,충북,영동군,양산면행정복지센터,29161,충청북도 영동군 양산면 학산양산로 317,
2092,충북,영동군,심천면행정복지센터,29103,충청북도 영동군 심천면 심천로 104,
2093,충북,증평군,증평읍행정복지센터,27927,충청북도 증평군 증평읍 광장로 88 ,
2094,충북,증평군,도안면행정복지센터,27903,충청북도 증평군 도안면 문화마을길 8,
2095,충북,진천군,진천읍행정복지센터,27832,충청북도 진천군 진천읍 상산로 65,
2096,충북,진천군,덕산읍행정복지센터,27851,충청북도 진천군 덕산읍 덕금로 829,
2097,충북,진천군,초평면행정복지센터,27858,충청북도 진천군 초평면 초동로 45-6,
2098,충북,진천군,문백면행정복지센터,27869,충청북도 진천군 문백면 옥성1길 21,
2099,충북,진천군,백곡면행정복지센터,27823,충청북도 진천군 백곡면 장터길 15-10,
2100,충북,진천군,이월면행정복지센터,27818,충청북도 진천군 이월면 진광로 729,
2101,충북,진천군,광혜원면행정복지센터,27802,충청북도 진천군 광혜원면 화랑길 86,
2102,충북,괴산군,괴산읍행정복지센터,28029,충청북도 괴산군 괴산읍 읍내로13길 50,
2103,충북,괴산군,감물면행정복지센터,28006,충청북도 괴산군 감물면 충민로신대길 13,
2104,충북,괴산군,장연면행정복지센터,28009,충청북도 괴산군 장연면 미선로오가5길 7,
2105,충북,괴산군,연풍면행정복지센터,28013,충청북도 괴산군 연풍면 향교로 71,
2106,충북,괴산군,칠성면행정복지센터,28019,충청북도 괴산군 칠성면 도정로 61,
2107,충북,괴산군,문광면행정복지센터,28057,충청북도 괴산군 문광면 광덕길 27,
2108,충북,괴산군,청천면행정복지센터,28063,충청북도 괴산군 청천면 괴산로 1342-1,
2109,충북,괴산군,청안면행정복지센터,28052,충청북도 괴산군 청안면 청안읍내로2길 7,
2110,충북,괴산군,사리면행정복지센터,28046,충청북도 괴산군 사리면 사리로 242,
2111,충북,괴산군,소수면행정복지센터,28041,충청북도 괴산군 소수면 소수로 151,
2112,충북,괴산군,불정면행정복지센터,28002,충청북도 괴산군 불정면 목도로2길 11,
2113,충북,음성군,음성읍행정복지센터,27693,충청북도 음성군 음성읍 예술로 106,
2114,충북,음성군,금왕읍행정복지센터,27630,충청북도 음성군 금왕읍 무극로 221,
2115,충북,음성군,소이면행정복지센터,27712,충청북도 음성군 소이면 소이로 409,
2116,충북,음성군,원남면행정복지센터,27726,충청북도 음성군 원남면 원중로 19,
