,0,1,2,3,4
0,서울,강남구,0.004,0.023,1
1,서울,서초구,0.003,0.021,1
2,서울,도산대로,0.005,0.023,1
3,서울,강남대로,0.003,0.027,1
4,서울,송파구,0.004,0.022,1
5,서울,강동구,0.005,0.022,1
